Time,proton_speed,proton_density,proton_temperature,K_p
2022/1/13 22:00,487.1175029,7.088712865,12.04154985,8.5
2022/1/13 23:00,487.5920007,7.166370782,12.04369295,8.5
2022/1/14 0:00,487.5602127,7.149443578,12.04507919,9.8
2022/1/14 1:00,491.3305677,6.556792894,12.00240695,9.8
2022/1/14 2:00,491.8632679,6.171327322,11.99265045,9.8
2022/1/14 3:00,491.2109197,6.499082778,12.05470766,9.8
2022/1/14 4:00,485.8194727,7.468931323,12.01330165,9.8
2022/1/14 5:00,487.4920947,6.70271427,12.01180323,9.8
2022/1/14 6:00,487.8150157,6.732345752,11.96058226,9.8
2022/1/14 7:00,480.5749195,9.335979567,11.91758942,9.8
2022/1/14 8:00,479.3632779,8.349951875,11.94210695,9.8
2022/1/14 9:00,475.9907303,9.341168161,11.91936866,9.8
2022/1/14 10:00,470.7822833,11.08278458,11.62929822,9.8
2022/1/14 11:00,475.8237233,9.285538957,11.87035426,9.8
2022/1/14 12:00,474.2100137,9.383397398,11.98602038,9.8
2022/1/14 13:00,467.4532627,11.32918805,11.65034168,9.8
2022/1/14 14:00,471.6862422,11.07246532,11.67645325,9.8
2022/1/14 15:00,438.3991708,11.88394788,11.72083179,9.8
2022/1/14 16:00,477.7772428,10.19622293,11.74094793,9.8
2022/1/14 17:00,441.1309557,10.55116237,11.74580979,9.8
2022/1/14 18:00,438.213906,12.03015173,11.71866529,9.8
2022/1/14 19:00,436.9337689,11.3489351,11.68435156,9.8
2022/1/14 20:00,435.541622,12.69345029,11.70032956,9.8
2022/1/14 21:00,435.1184303,12.7719616,11.69710663,9.8
2022/1/14 22:00,414.8406477,10.06927694,11.9777857,9.8
2022/1/14 23:00,415.0411572,8.80320918,12.01199936,9.8
2022/1/15 0:00,446.8559688,8.371661607,12.29143151,9.5
2022/1/15 1:00,449.7559314,8.02046583,12.32641897,9.5
2022/1/15 2:00,456.2683453,8.106367256,12.34747919,9.5
2022/1/15 3:00,448.0901992,8.430954725,12.36948293,9.5
2022/1/15 4:00,428.1760627,10.62859096,12.04782053,9.5
2022/1/15 5:00,452.6040058,8.248293834,12.30859981,9.5
2022/1/15 6:00,448.9713966,7.43612749,12.07361767,9.5
2022/1/15 7:00,448.26313,7.494506118,12.05726652,9.5
2022/1/15 8:00,434.0653896,7.079073617,12.06090841,9.5
2022/1/15 9:00,428.174489,7.220924814,12.06515764,9.5
2022/1/15 10:00,426.0322694,8.679190353,11.96678775,9.5
2022/1/15 11:00,447.9295448,8.019703094,12.10888467,9.5
2022/1/15 12:00,452.8447028,8.764126505,12.2330162,9.5
2022/1/15 13:00,458.0768964,9.461388578,12.35738975,9.5
2022/1/15 14:00,482.4983015,7.555586559,12.32275068,9.5
2022/1/15 15:00,524.1767078,6.170343997,12.46256136,9.5
2022/1/15 16:00,549.5559559,6.263449467,12.58049687,9.5
2022/1/15 17:00,519.6411762,6.670240526,12.52399264,9.5
2022/1/15 18:00,552.3763429,6.760696948,12.5629578,9.5
2022/1/15 19:00,559.292309,6.464675908,12.58309088,9.5
2022/1/15 20:00,562.4630101,6.098952821,12.55651193,9.5
2022/1/15 21:00,559.0303283,6.501118263,12.58728949,9.5
2022/1/15 22:00,546.8273312,6.486717713,12.51178364,9.5
2022/1/15 23:00,560.1307599,6.502369191,12.59795272,9.5
2022/1/16 0:00,572.514953,4.998966097,12.45033269,10.2
2022/1/16 1:00,574.7122338,4.696554532,12.36166375,10.2
2022/1/16 2:00,585.7209258,4.398565849,12.27018499,10.2
2022/1/16 3:00,585.696002,4.403990703,12.33935806,10.2
2022/1/16 4:00,538.7772072,6.482900855,12.45244629,10.2
2022/1/16 5:00,509.3518053,6.105019406,12.30844647,10.2
2022/1/16 6:00,543.581731,5.701034306,12.41490398,10.2
2022/1/16 7:00,508.9192607,5.562534588,12.45343935,10.2
2022/1/16 8:00,517.5846736,5.67348076,12.39448315,10.2
2022/1/16 9:00,493.408981,5.764980614,12.38915472,10.2
2022/1/16 10:00,502.2139949,5.786339428,12.41956332,10.2
2022/1/16 11:00,494.2498245,6.349604609,12.42585586,10.2
2022/1/16 12:00,495.7343606,5.984115203,12.40419904,10.2
2022/1/16 13:00,493.6684284,5.977993273,12.42376775,10.2
2022/1/16 14:00,527.403884,5.912818849,12.47481025,10.2
2022/1/16 15:00,544.059888,5.890576888,12.48124374,10.2
2022/1/16 16:00,542.7608213,5.380170163,12.50023388,10.2
2022/1/16 17:00,542.3969578,5.261481666,12.47998843,10.2
2022/1/16 18:00,566.7725777,6.214322668,12.57888591,10.2
2022/1/16 19:00,561.6562641,6.176084063,12.55374946,10.2
2022/1/16 20:00,552.7972061,6.089995176,12.52008323,10.2
2022/1/16 21:00,538.7835789,5.992027631,12.49393771,10.2
2022/1/16 22:00,559.1579281,6.186822286,12.49855062,10.2
2022/1/16 23:00,540.755676,6.507720847,12.52577461,10.2
2022/1/17 0:00,561.3204333,6.046908976,12.47661007,8
2022/1/17 1:00,557.5365289,5.157820573,12.57232712,8
2022/1/17 2:00,555.7523322,6.054190187,12.54637281,8
2022/1/17 3:00,536.1582956,6.228243756,12.45174406,8
2022/1/17 4:00,552.8298449,6.079985768,12.50941891,8
2022/1/17 5:00,552.9420785,5.905265473,12.51724556,8
2022/1/17 6:00,509.0751876,5.091366457,12.38441798,8
2022/1/17 7:00,508.2961161,5.365979885,12.36242644,8
2022/1/17 8:00,500.0118906,5.934626973,12.37695938,8
2022/1/17 9:00,533.9279281,5.867949095,12.40923062,8
2022/1/17 10:00,524.3563174,5.672097816,12.41494185,8
2022/1/17 11:00,548.7071542,5.279679337,12.47371648,8
2022/1/17 12:00,513.6922332,6.067777813,12.46092563,8
2022/1/17 13:00,494.1089567,5.535841576,12.16531278,8
2022/1/17 14:00,477.6436679,5.026899127,12.1941787,8
2022/1/17 15:00,490.9911737,4.425902277,12.08338765,8
2022/1/17 16:00,477.2027558,4.662995798,12.10327834,8
2022/1/17 19:00,490.3768382,4.157603298,12.00706411,8
2022/1/17 20:00,496.0033399,4.839717359,11.99195369,8
2022/1/17 22:00,518.252727,6.455511758,12.42996541,8
2022/1/17 23:00,514.7921658,5.621789123,12.48243384,8
2022/1/18 0:00,569.8619568,5.426835672,12.5983856,6.6
2022/1/18 1:00,568.3043512,5.620242919,12.62505051,6.6
2022/1/18 2:00,563.2909056,5.862071558,12.60671743,6.6
2022/1/18 3:00,545.7144761,6.454740492,12.48419305,6.6
2022/1/18 4:00,540.6085005,6.505144006,12.45524062,6.6
2022/1/18 5:00,557.661685,6.296189424,12.54526357,6.6
2022/1/18 8:00,562.9803184,6.226081908,12.57644669,6.6
2022/1/18 9:00,560.7616708,5.889602886,12.51656537,6.6
2022/1/18 10:00,550.1614825,6.13531682,12.50931383,6.6
2022/1/18 11:00,540.7837216,5.722653382,12.47871347,6.6
2022/1/18 12:00,544.84995,5.831793583,12.51593671,6.6
2022/1/18 13:00,542.2928615,5.642555104,12.50743589,6.6
2022/1/18 14:00,554.4146901,5.73711146,12.56959981,6.6
2022/1/18 15:00,560.0040941,5.49394342,12.54004076,6.6
2022/1/18 16:00,561.1371901,5.613322347,12.57387107,6.6
2022/1/18 17:00,566.7928442,5.734677249,12.58394463,6.6
2022/1/18 18:00,542.561022,6.110663063,12.5544557,6.6
2022/1/18 19:00,550.2726029,6.055969972,12.60412615,6.6
2022/1/18 20:00,550.491287,6.070190402,12.6085371,6.6
2022/1/18 21:00,565.3260669,5.713852252,12.56989155,6.6
2022/1/18 22:00,540.6879034,6.63189718,12.4754145,6.6
2022/1/18 23:00,535.2407489,5.703873194,12.42189491,6.6
2022/1/19 0:00,535.3387422,5.678045874,12.37681769,5.8
2022/1/19 1:00,533.6025122,5.60767016,12.4064576,5.8
2022/1/19 2:00,533.7481267,5.505416212,12.45231025,5.8
2022/1/19 3:00,539.0867579,6.588090893,12.62451474,5.8
2022/1/19 4:00,568.2648161,5.13265968,12.4471215,5.8
2022/1/19 5:00,539.4755964,5.466243278,12.45144303,5.8
